task_id,global_instance_id,source_manifest,split,experiments_containing_this_instance,training_eligible
patient_gene_detection/49,166,manifests/scope_gate.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase2b;scope_gate (scope_gate_b1),excluded (not training pool)
patient_gene_detection/88,183,manifests/scope_gate.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase2b;scope_gate (scope_gate_b1),excluded (not training pool)
patient_gene_detection/339,175,manifests/scope_gate.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase2b;scope_gate (scope_gate_b1),excluded (not training pool)
screen_gene_retrieval/160,92,manifests/scope_gate.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase2b;scope_gate (scope_gate_b1),excluded (not training pool)
screen_gene_retrieval/189,82,manifests/scope_gate.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase2b;scope_gate (scope_gate_b1),excluded (not training pool)
screen_gene_retrieval/339,49,manifests/scope_gate.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase2b;scope_gate (scope_gate_b1),excluded (not training pool)
gwas_causal_gene_gwas_catalog/14,428,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/32,409,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/47,408,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/95,394,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/200,410,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/240,395,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/242,387,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/391,419,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/392,399,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/460,396,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/489,415,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/535,392,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/543,391,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/559,413,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_gwas_catalog/591,384,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/35,345,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/85,341,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/98,371,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/159,343,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/242,342,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/524,344,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/619,334,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/642,366,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/654,348,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/720,350,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/755,337,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/760,335,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/761,367,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/767,333,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/801,351,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/37,205,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/103,234,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/151,239,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/152,228,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/229,204,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/437,202,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/639,213,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/913,227,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/959,194,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/1045,207,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/1218,215,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/1378,198,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/1453,214,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/1538,219,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_pharmaprojects/1662,210,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/14,39,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/21,13,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/52,23,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/54,4,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/74,32,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/88,12,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/99,28,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/116,29,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/129,18,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/151,26,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/157,20,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/160,15,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/169,9,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/188,36,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_variant_prioritization/202,31,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/1,304,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/49,307,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/52,320,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/161,294,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/166,329,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/205,310,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/251,287,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/259,300,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/295,285,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/339,318,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/366,316,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/387,327,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/427,314,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/477,289,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_dbqa/495,319,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/32,111,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/61,108,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/62,129,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/64,134,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/98,105,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/156,136,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/200,115,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/213,102,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/215,107,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/260,122,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/267,113,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/327,114,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/471,130,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/505,119,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
lab_bench_seqqa/583,132,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/53,161,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/91,174,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/166,186,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/201,152,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/263,171,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/295,144,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/303,149,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/309,158,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/328,187,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/345,178,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/389,162,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/457,145,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/480,191,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/486,148,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
patient_gene_detection/492,188,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/21,90,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/58,86,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/105,58,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/174,81,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/187,84,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/190,56,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/201,52,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/207,45,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/235,88,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/241,69,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/263,65,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/264,68,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/269,51,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/313,91,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
screen_gene_retrieval/342,74,manifests/scope_main.jsonl,held-out evaluation,"scope_main (Arm A = Biomni-R0, Arm B = Mistral)",no
gwas_causal_gene_opentargets/217,364,manifests/smoke.jsonl,other (diagnostic / capability-gate / smoke) - excluded,ablation (abl_arm1/2/3);phase1;smoke,excluded (not training pool)
lab_bench_dbqa/389,303,manifests/smoke.jsonl,other (diagnostic / capability-gate / smoke) - excluded,phase1;smoke,excluded (not training pool)
