pool,task_name,task_instance_id,own_answer_share,n_competing_candidates_discussed,hedging_near_answer,closing_concentration,label,ikey
phase1_pooled,gwas_causal_gene_pharmaprojects,1475,0.5175438596491229,1.0,2.0,0.288135593220339,1,"('phase1_pooled', 'gwas_causal_gene_pharmaprojects', 1475)"
phase1_pooled,gwas_causal_gene_pharmaprojects,1554,0.875,1.0,8.0,0.2857142857142857,0,"('phase1_pooled', 'gwas_causal_gene_pharmaprojects', 1554)"
phase1_pooled,gwas_causal_gene_pharmaprojects,1554,0.8666666666666667,1.0,4.0,0.4230769230769231,0,"('phase1_pooled', 'gwas_causal_gene_pharmaprojects', 1554)"
phase1_pooled,gwas_causal_gene_pharmaprojects,1554,0.9469026548672567,1.0,2.0,0.2336448598130841,0,"('phase1_pooled', 'gwas_causal_gene_pharmaprojects', 1554)"
phase1_pooled,gwas_variant_prioritization,1,0.7272727272727273,1.0,0.0,0.625,1,"('phase1_pooled', 'gwas_variant_prioritization', 1)"
phase1_pooled,gwas_variant_prioritization,1,0.7,1.0,0.0,0.5714285714285714,0,"('phase1_pooled', 'gwas_variant_prioritization', 1)"
phase1_pooled,gwas_variant_prioritization,1,0.6153846153846154,1.0,0.0,0.625,1,"('phase1_pooled', 'gwas_variant_prioritization', 1)"
phase1_pooled,gwas_variant_prioritization,1,0.8333333333333334,1.0,0.0,0.6,1,"('phase1_pooled', 'gwas_variant_prioritization', 1)"
phase1_pooled,lab_bench_dbqa,190,0.5,1.0,4.0,0.3333333333333333,0,"('phase1_pooled', 'lab_bench_dbqa', 190)"
phase1_pooled,lab_bench_dbqa,190,0.7142857142857143,1.0,1.0,0.6,1,"('phase1_pooled', 'lab_bench_dbqa', 190)"
phase1_pooled,lab_bench_dbqa,190,0.75,1.0,1.0,1.0,1,"('phase1_pooled', 'lab_bench_dbqa', 190)"
phase1_pooled,lab_bench_dbqa,190,0.7142857142857143,1.0,1.0,0.6,1,"('phase1_pooled', 'lab_bench_dbqa', 190)"
phase1_pooled,lab_bench_dbqa,309,0.3333333333333333,1.0,13.0,0.8333333333333334,0,"('phase1_pooled', 'lab_bench_dbqa', 309)"
phase1_pooled,lab_bench_dbqa,309,0.5416666666666666,1.0,13.0,0.34615384615384615,0,"('phase1_pooled', 'lab_bench_dbqa', 309)"
phase1_pooled,lab_bench_dbqa,309,0.6,1.0,10.0,0.3333333333333333,0,"('phase1_pooled', 'lab_bench_dbqa', 309)"
phase1_pooled,lab_bench_dbqa,309,0.6,1.0,15.0,0.14285714285714285,0,"('phase1_pooled', 'lab_bench_dbqa', 309)"
phase1_pooled,lab_bench_seqqa,230,0.4125,1.0,3.0,0.5151515151515151,0,"('phase1_pooled', 'lab_bench_seqqa', 230)"
phase1_pooled,lab_bench_seqqa,230,0.7291666666666666,1.0,0.0,0.3142857142857143,0,"('phase1_pooled', 'lab_bench_seqqa', 230)"
phase1_pooled,lab_bench_seqqa,230,0.3684210526315789,1.0,4.0,0.07142857142857142,0,"('phase1_pooled', 'lab_bench_seqqa', 230)"
phase1_pooled,lab_bench_seqqa,292,0.5663716814159292,1.0,7.0,0.1875,0,"('phase1_pooled', 'lab_bench_seqqa', 292)"
phase1_pooled,lab_bench_seqqa,292,0.65,1.0,1.0,0.23076923076923078,1,"('phase1_pooled', 'lab_bench_seqqa', 292)"
phase1_pooled,lab_bench_seqqa,292,0.8,1.0,0.0,0.5,1,"('phase1_pooled', 'lab_bench_seqqa', 292)"
phase1_pooled,lab_bench_seqqa,547,0.7,1.0,1.0,0.42857142857142855,1,"('phase1_pooled', 'lab_bench_seqqa', 547)"
phase1_pooled,lab_bench_seqqa,547,0.75,1.0,0.0,0.3333333333333333,1,"('phase1_pooled', 'lab_bench_seqqa', 547)"
phase1_pooled,lab_bench_seqqa,547,0.449438202247191,1.0,13.0,0.475,0,"('phase1_pooled', 'lab_bench_seqqa', 547)"
phase1_pooled,lab_bench_seqqa,547,0.5652173913043478,1.0,17.0,0.5192307692307693,0,"('phase1_pooled', 'lab_bench_seqqa', 547)"
phase1_pooled,patient_gene_detection,1,,0.0,7.0,,0,"('phase1_pooled', 'patient_gene_detection', 1)"
phase1_pooled,patient_gene_detection,1,,0.0,6.0,,0,"('phase1_pooled', 'patient_gene_detection', 1)"
phase1_pooled,patient_gene_detection,1,,0.0,5.0,,1,"('phase1_pooled', 'patient_gene_detection', 1)"
phase1_pooled,patient_gene_detection,1,,0.0,5.0,,1,"('phase1_pooled', 'patient_gene_detection', 1)"
phase1_pooled,patient_gene_detection,80,,0.0,3.0,,1,"('phase1_pooled', 'patient_gene_detection', 80)"
phase1_pooled,patient_gene_detection,80,,0.0,12.0,,0,"('phase1_pooled', 'patient_gene_detection', 80)"
phase1_pooled,patient_gene_detection,80,,0.0,2.0,,1,"('phase1_pooled', 'patient_gene_detection', 80)"
phase1_pooled,patient_gene_detection,80,,0.0,4.0,,1,"('phase1_pooled', 'patient_gene_detection', 80)"
phase1_pooled,patient_gene_detection,161,,0.0,5.0,,0,"('phase1_pooled', 'patient_gene_detection', 161)"
phase1_pooled,patient_gene_detection,161,,0.0,1.0,,0,"('phase1_pooled', 'patient_gene_detection', 161)"
phase1_pooled,patient_gene_detection,350,,0.0,3.0,,0,"('phase1_pooled', 'patient_gene_detection', 350)"
phase1_pooled,patient_gene_detection,350,,0.0,1.0,,0,"('phase1_pooled', 'patient_gene_detection', 350)"
phase1_pooled,patient_gene_detection,350,,0.0,9.0,,0,"('phase1_pooled', 'patient_gene_detection', 350)"
phase1_pooled,patient_gene_detection,350,,0.0,3.0,,0,"('phase1_pooled', 'patient_gene_detection', 350)"
phase1_pooled,patient_gene_detection,488,,0.0,3.0,,1,"('phase1_pooled', 'patient_gene_detection', 488)"
phase1_pooled,patient_gene_detection,488,,0.0,1.0,,0,"('phase1_pooled', 'patient_gene_detection', 488)"
phase1_pooled,patient_gene_detection,488,,0.0,7.0,,0,"('phase1_pooled', 'patient_gene_detection', 488)"
phase1_pooled,patient_gene_detection,488,,0.0,1.0,,1,"('phase1_pooled', 'patient_gene_detection', 488)"
phase1_pooled,rare_disease_diagnosis,21,,0.0,1.0,,1,"('phase1_pooled', 'rare_disease_diagnosis', 21)"
phase1_pooled,rare_disease_diagnosis,21,,0.0,2.0,,0,"('phase1_pooled', 'rare_disease_diagnosis', 21)"
phase1_pooled,rare_disease_diagnosis,21,,0.0,1.0,,1,"('phase1_pooled', 'rare_disease_diagnosis', 21)"
phase1_pooled,rare_disease_diagnosis,59,,0.0,6.0,,0,"('phase1_pooled', 'rare_disease_diagnosis', 59)"
phase1_pooled,rare_disease_diagnosis,59,,0.0,6.0,,0,"('phase1_pooled', 'rare_disease_diagnosis', 59)"
phase1_pooled,rare_disease_diagnosis,59,,0.0,1.0,,0,"('phase1_pooled', 'rare_disease_diagnosis', 59)"
phase1_pooled,rare_disease_diagnosis,103,,0.0,0.0,,1,"('phase1_pooled', 'rare_disease_diagnosis', 103)"
phase1_pooled,rare_disease_diagnosis,103,,0.0,6.0,,0,"('phase1_pooled', 'rare_disease_diagnosis', 103)"
phase1_pooled,rare_disease_diagnosis,106,,0.0,3.0,,1,"('phase1_pooled', 'rare_disease_diagnosis', 106)"
phase1_pooled,rare_disease_diagnosis,106,,0.0,2.0,,1,"('phase1_pooled', 'rare_disease_diagnosis', 106)"
phase1_pooled,rare_disease_diagnosis,106,,0.0,0.0,,0,"('phase1_pooled', 'rare_disease_diagnosis', 106)"
phase1_pooled,screen_gene_retrieval,1,0.7205882352941176,1.0,0.0,0.30612244897959184,0,"('phase1_pooled', 'screen_gene_retrieval', 1)"
phase1_pooled,screen_gene_retrieval,1,0.5,1.0,33.0,0.0,0,"('phase1_pooled', 'screen_gene_retrieval', 1)"
phase1_pooled,screen_gene_retrieval,243,0.4189189189189189,2.0,3.0,0.5161290322580645,1,"('phase1_pooled', 'screen_gene_retrieval', 243)"
phase1_pooled,screen_gene_retrieval,243,0.5066666666666667,2.0,7.0,0.5263157894736842,0,"('phase1_pooled', 'screen_gene_retrieval', 243)"
phase1_pooled,screen_gene_retrieval,243,0.575,2.0,2.0,0.34782608695652173,0,"('phase1_pooled', 'screen_gene_retrieval', 243)"
phase1_pooled,screen_gene_retrieval,306,0.8235294117647058,1.0,0.0,0.5714285714285714,0,"('phase1_pooled', 'screen_gene_retrieval', 306)"
phase1_pooled,screen_gene_retrieval,306,0.5466666666666666,1.0,3.0,0.4878048780487805,0,"('phase1_pooled', 'screen_gene_retrieval', 306)"
phase1_pooled,screen_gene_retrieval,306,0.6470588235294118,1.0,1.0,0.2727272727272727,0,"('phase1_pooled', 'screen_gene_retrieval', 306)"
phase1_pooled,screen_gene_retrieval,306,0.78125,1.0,0.0,0.48,0,"('phase1_pooled', 'screen_gene_retrieval', 306)"
